Date,Campus,Block,Count,Recorded by,Source,When entered
2026-08-05,Fayetteville,Noon - 4:30 PM,15,,LimeSurvey 220,
2026-08-06,Fayetteville,7:30 AM - Noon,0,,LimeSurvey 220,
2026-08-06,Fayetteville,Noon - 4:30 PM,9,,LimeSurvey 220,
2026-08-07,Fayetteville,7:30 AM - Noon,18,,LimeSurvey 220,
2026-08-07,Fayetteville,Noon - 4:30 PM,11,,LimeSurvey 220,
2026-08-10,Fayetteville,7:30 AM - Noon,17,,LimeSurvey 221,
2026-08-10,Fayetteville,Noon - 4:30 PM,41,,LimeSurvey 221,
2026-08-11,Fayetteville,7:30 AM - Noon,20,,LimeSurvey 221,
2026-08-11,Fayetteville,Noon - 4:30 PM,24,,LimeSurvey 221,
2026-08-12,Fayetteville,7:30 AM - Noon,0,,LimeSurvey 221,
2026-08-12,Fayetteville,Noon - 4:30 PM,29,,LimeSurvey 221,
2026-08-13,Fayetteville,7:30 AM - Noon,6,,LimeSurvey 221,
2026-08-13,Fayetteville,Noon - 4:30 PM,10,,LimeSurvey 221,
2026-08-14,Fayetteville,7:30 AM - Noon,30,,LimeSurvey 221,
2026-08-14,Fayetteville,Noon - 4:30 PM,7,,LimeSurvey 221,
2026-08-17,Fayetteville,7:30 AM - Noon,10,,LimeSurvey 222,
2026-08-17,Fayetteville,Noon - 4:30 PM,10,,LimeSurvey 222,
2026-08-18,Fayetteville,7:30 AM - Noon,0,,LimeSurvey 222,
2026-08-18,Fayetteville,Noon - 4:30 PM,36,,LimeSurvey 222,
2026-08-19,Fayetteville,7:30 AM - Noon,0,,LimeSurvey 222,
2026-08-19,Fayetteville,Noon - 4:30 PM,21,,LimeSurvey 222,
2026-08-20,Fayetteville,7:30 AM - Noon,0,,LimeSurvey 222,
2026-08-20,Fayetteville,Noon - 4:30 PM,30,,LimeSurvey 222,
2026-08-21,Fayetteville,7:30 AM - Noon,32,,LimeSurvey 222,
2026-08-21,Fayetteville,Noon - 4:30 PM,20,,LimeSurvey 222,
2026-08-24,Fayetteville,7:30 AM - Noon,48,,LimeSurvey 223,
2026-08-24,Fayetteville,Noon - 4:30 PM,16,,LimeSurvey 223,
2026-08-25,Fayetteville,7:30 AM - Noon,52,,LimeSurvey 223,
2026-08-25,Fayetteville,Noon - 4:30 PM,28,,LimeSurvey 223,
2026-08-26,Fayetteville,7:30 AM - Noon,0,,LimeSurvey 223,
2026-08-26,Fayetteville,Noon - 4:30 PM,55,,LimeSurvey 223,
2026-08-27,Fayetteville,7:30 AM - Noon,20,,LimeSurvey 223,
2026-08-27,Fayetteville,Noon - 4:30 PM,21,,LimeSurvey 223,
2026-08-28,Fayetteville,7:30 AM - Noon,12,,LimeSurvey 223,
2026-08-28,Fayetteville,Noon - 4:30 PM,12,,LimeSurvey 223,
2026-08-31,Fayetteville,7:30 AM - Noon,27,,LimeSurvey 224,
2026-08-31,Fayetteville,Noon - 4:30 PM,3,,LimeSurvey 224,
2026-09-01,Fayetteville,7:30 AM - Noon,21,,LimeSurvey 224,
2026-09-01,Fayetteville,Noon - 4:30 PM,30,,LimeSurvey 224,
2026-09-02,Fayetteville,7:30 AM - Noon,0,,LimeSurvey 224,
2026-09-02,Fayetteville,Noon - 4:30 PM,30,,LimeSurvey 224,
2026-09-03,Fayetteville,7:30 AM - Noon,32,,LimeSurvey 224,
2026-09-03,Fayetteville,Noon - 4:30 PM,22,,LimeSurvey 224,
2026-09-04,Fayetteville,7:30 AM - Noon,11,,LimeSurvey 224,
2026-09-04,Fayetteville,Noon - 4:30 PM,6,,LimeSurvey 224,
2025-09-22,McMinnville,7:30 AM - Noon,75,,LimeSurvey 82,
2025-09-22,McMinnville,Noon - 4:30 PM,62,,LimeSurvey 82,
2025-09-23,McMinnville,7:30 AM - Noon,55,,LimeSurvey 82,
2025-09-23,McMinnville,Noon - 4:30 PM,40,,LimeSurvey 82,
2025-09-24,McMinnville,7:30 AM - Noon,108,,LimeSurvey 82,
2025-09-24,McMinnville,Noon - 4:30 PM,62,,LimeSurvey 82,
2025-09-25,McMinnville,7:30 AM - Noon,72,,LimeSurvey 82,
2025-09-25,McMinnville,Noon - 4:30 PM,20,,LimeSurvey 82,
2025-09-26,McMinnville,7:30 AM - Noon,22,,LimeSurvey 82,
2025-09-26,McMinnville,Noon - 4:30 PM,6,,LimeSurvey 82,
2025-09-29,McMinnville,7:30 AM - Noon,87,,LimeSurvey 77,
2025-09-29,McMinnville,Noon - 4:30 PM,75,,LimeSurvey 77,
2025-09-30,McMinnville,7:30 AM - Noon,152,,LimeSurvey 77,
2025-09-30,McMinnville,Noon - 4:30 PM,36,,LimeSurvey 77,
2025-10-01,McMinnville,7:30 AM - Noon,100,,LimeSurvey 77,
2025-10-01,McMinnville,Noon - 4:30 PM,35,,LimeSurvey 77,
2025-10-02,McMinnville,7:30 AM - Noon,88,,LimeSurvey 77,
2025-10-02,McMinnville,Noon - 4:30 PM,20,,LimeSurvey 77,
2025-10-03,McMinnville,7:30 AM - Noon,7,,LimeSurvey 77,
2025-10-03,McMinnville,Noon - 4:30 PM,4,,LimeSurvey 77,
2025-10-06,McMinnville,7:30 AM - Noon,84,,LimeSurvey 73,
2025-10-06,McMinnville,Noon - 4:30 PM,76,,LimeSurvey 73,
2025-10-07,McMinnville,7:30 AM - Noon,49,,LimeSurvey 73,
2025-10-07,McMinnville,Noon - 4:30 PM,48,,LimeSurvey 73,
2025-10-08,McMinnville,7:30 AM - Noon,124,,LimeSurvey 73,
2025-10-08,McMinnville,Noon - 4:30 PM,65,,LimeSurvey 73,
2025-10-09,McMinnville,7:30 AM - Noon,26,,LimeSurvey 73,
2025-10-09,McMinnville,Noon - 4:30 PM,26,,LimeSurvey 73,
2025-10-10,McMinnville,7:30 AM - Noon,10,,LimeSurvey 73,
2025-10-10,McMinnville,Noon - 4:30 PM,12,,LimeSurvey 73,
2025-10-13,McMinnville,7:30 AM - Noon,20,,LimeSurvey 56,
2025-10-13,McMinnville,Noon - 4:30 PM,5,,LimeSurvey 56,
2025-10-14,McMinnville,7:30 AM - Noon,30,,LimeSurvey 56,
2025-10-14,McMinnville,Noon - 4:30 PM,24,,LimeSurvey 56,
2025-10-15,McMinnville,7:30 AM - Noon,88,,LimeSurvey 56,
2025-10-15,McMinnville,Noon - 4:30 PM,35,,LimeSurvey 56,
2025-10-16,McMinnville,7:30 AM - Noon,71,,LimeSurvey 56,
2025-10-16,McMinnville,Noon - 4:30 PM,31,,LimeSurvey 56,
2025-10-17,McMinnville,7:30 AM - Noon,20,,LimeSurvey 56,
2025-10-17,McMinnville,Noon - 4:30 PM,10,,LimeSurvey 56,
2025-10-20,McMinnville,7:30 AM - Noon,81,,LimeSurvey 52,
2025-10-20,McMinnville,Noon - 4:30 PM,60,,LimeSurvey 52,
2025-10-21,McMinnville,7:30 AM - Noon,82,,LimeSurvey 52,
2025-10-21,McMinnville,Noon - 4:30 PM,26,,LimeSurvey 52,
2025-10-22,McMinnville,7:30 AM - Noon,98,,LimeSurvey 52,
2025-10-22,McMinnville,Noon - 4:30 PM,60,,LimeSurvey 52,
2025-10-27,McMinnville,7:30 AM - Noon,89,,LimeSurvey 106,
2025-10-27,McMinnville,Noon - 4:30 PM,27,,LimeSurvey 106,
2025-10-28,McMinnville,7:30 AM - Noon,66,,LimeSurvey 106,
2025-10-28,McMinnville,Noon - 4:30 PM,28,,LimeSurvey 106,
2025-10-29,McMinnville,7:30 AM - Noon,119,,LimeSurvey 106,
2025-10-29,McMinnville,Noon - 4:30 PM,84,,LimeSurvey 106,
2025-10-30,McMinnville,7:30 AM - Noon,96,,LimeSurvey 106,
2025-10-30,McMinnville,Noon - 4:30 PM,35,,LimeSurvey 106,
2025-10-31,McMinnville,7:30 AM - Noon,30,,LimeSurvey 106,
2025-10-31,McMinnville,Noon - 4:30 PM,5,,LimeSurvey 106,
2025-11-03,McMinnville,7:30 AM - Noon,30,,LimeSurvey 102,
2025-11-03,McMinnville,Noon - 4:30 PM,12,,LimeSurvey 102,
2025-11-04,McMinnville,7:30 AM - Noon,49,,LimeSurvey 102,
2025-11-04,McMinnville,Noon - 4:30 PM,17,,LimeSurvey 102,
2025-11-05,McMinnville,7:30 AM - Noon,66,,LimeSurvey 102,
2025-11-05,McMinnville,Noon - 4:30 PM,35,,LimeSurvey 102,
2025-11-06,McMinnville,7:30 AM - Noon,34,,LimeSurvey 102,
2025-11-06,McMinnville,Noon - 4:30 PM,12,,LimeSurvey 102,
2025-11-07,McMinnville,7:30 AM - Noon,10,,LimeSurvey 102,
2025-11-07,McMinnville,Noon - 4:30 PM,6,,LimeSurvey 102,
2025-11-10,McMinnville,7:30 AM - Noon,44,,LimeSurvey 99,
2025-11-10,McMinnville,Noon - 4:30 PM,21,,LimeSurvey 99,
2025-11-11,McMinnville,7:30 AM - Noon,43,,LimeSurvey 99,
2025-11-11,McMinnville,Noon - 4:30 PM,8,,LimeSurvey 99,
2025-11-12,McMinnville,7:30 AM - Noon,29,,LimeSurvey 99,
2025-11-13,McMinnville,7:30 AM - Noon,25,,LimeSurvey 99,
2025-11-13,McMinnville,Noon - 4:30 PM,5,,LimeSurvey 99,
2025-11-14,McMinnville,7:30 AM - Noon,10,,LimeSurvey 99,
2025-11-14,McMinnville,Noon - 4:30 PM,3,,LimeSurvey 99,
2025-11-17,McMinnville,7:30 AM - Noon,47,,LimeSurvey 93,
2025-11-17,McMinnville,Noon - 4:30 PM,15,,LimeSurvey 93,
2025-11-18,McMinnville,7:30 AM - Noon,41,,LimeSurvey 93,
2025-11-18,McMinnville,Noon - 4:30 PM,20,,LimeSurvey 93,
2025-11-19,McMinnville,7:30 AM - Noon,42,,LimeSurvey 93,
2025-11-19,McMinnville,Noon - 4:30 PM,12,,LimeSurvey 93,
2025-11-20,McMinnville,7:30 AM - Noon,31,,LimeSurvey 93,
2025-11-20,McMinnville,Noon - 4:30 PM,26,,LimeSurvey 93,
2025-11-21,McMinnville,7:30 AM - Noon,9,,LimeSurvey 93,
2025-11-21,McMinnville,Noon - 4:30 PM,12,,LimeSurvey 93,
2025-11-24,McMinnville,7:30 AM - Noon,72,,LimeSurvey 72,
2025-11-24,McMinnville,Noon - 4:30 PM,36,,LimeSurvey 72,
2025-11-25,McMinnville,7:30 AM - Noon,43,,LimeSurvey 72,
2025-11-25,McMinnville,Noon - 4:30 PM,12,,LimeSurvey 72,
2025-11-26,McMinnville,7:30 AM - Noon,2,,LimeSurvey 72,
2025-12-01,McMinnville,7:30 AM - Noon,33,,LimeSurvey 59,
2025-12-02,McMinnville,7:30 AM - Noon,20,,LimeSurvey 59,
2025-12-02,McMinnville,Noon - 4:30 PM,12,,LimeSurvey 59,
2025-12-03,McMinnville,7:30 AM - Noon,52,,LimeSurvey 59,
2025-12-03,McMinnville,Noon - 4:30 PM,36,,LimeSurvey 59,
2025-12-04,McMinnville,7:30 AM - Noon,65,,LimeSurvey 59,
2025-12-04,McMinnville,Noon - 4:30 PM,17,,LimeSurvey 59,
2025-12-05,McMinnville,7:30 AM - Noon,10,,LimeSurvey 59,
2025-12-05,McMinnville,Noon - 4:30 PM,4,,LimeSurvey 59,
2025-12-08,McMinnville,7:30 AM - Noon,48,,LimeSurvey 57,
2025-12-08,McMinnville,Noon - 4:30 PM,29,,LimeSurvey 57,
2025-12-09,McMinnville,7:30 AM - Noon,39,,LimeSurvey 57,
2025-12-09,McMinnville,Noon - 4:30 PM,16,,LimeSurvey 57,
2025-12-10,McMinnville,7:30 AM - Noon,40,,LimeSurvey 57,
2025-12-10,McMinnville,Noon - 4:30 PM,18,,LimeSurvey 57,
2025-12-11,McMinnville,7:30 AM - Noon,38,,LimeSurvey 57,
2025-12-11,McMinnville,Noon - 4:30 PM,12,,LimeSurvey 57,
2025-12-12,McMinnville,7:30 AM - Noon,28,,LimeSurvey 57,
2025-12-12,McMinnville,Noon - 4:30 PM,15,,LimeSurvey 57,
2026-01-05,McMinnville,7:30 AM - Noon,20,,LimeSurvey 92,
2026-01-05,McMinnville,Noon - 4:30 PM,10,,LimeSurvey 92,
2026-01-06,McMinnville,7:30 AM - Noon,15,,LimeSurvey 92,
2026-01-06,McMinnville,Noon - 4:30 PM,6,,LimeSurvey 92,
2026-01-07,McMinnville,7:30 AM - Noon,20,,LimeSurvey 92,
2026-01-07,McMinnville,Noon - 4:30 PM,5,,LimeSurvey 92,
2026-01-08,McMinnville,7:30 AM - Noon,22,,LimeSurvey 92,
2026-01-08,McMinnville,Noon - 4:30 PM,9,,LimeSurvey 92,
2026-01-09,McMinnville,7:30 AM - Noon,6,,LimeSurvey 92,
2026-01-09,McMinnville,Noon - 4:30 PM,12,,LimeSurvey 92,
2026-01-12,McMinnville,7:30 AM - Noon,14,,LimeSurvey 85,
2026-01-12,McMinnville,Noon - 4:30 PM,6,,LimeSurvey 85,
2026-01-13,McMinnville,7:30 AM - Noon,24,,LimeSurvey 85,
2026-01-13,McMinnville,Noon - 4:30 PM,14,,LimeSurvey 85,
2026-01-14,McMinnville,7:30 AM - Noon,30,,LimeSurvey 85,
2026-01-14,McMinnville,Noon - 4:30 PM,12,,LimeSurvey 85,
2026-01-15,McMinnville,7:30 AM - Noon,11,,LimeSurvey 85,
2026-01-15,McMinnville,Noon - 4:30 PM,7,,LimeSurvey 85,
2026-01-16,McMinnville,7:30 AM - Noon,20,,LimeSurvey 85,
2026-01-16,McMinnville,Noon - 4:30 PM,4,,LimeSurvey 85,
2026-01-20,McMinnville,7:30 AM - Noon,88,,LimeSurvey 78,
2026-01-20,McMinnville,Noon - 4:30 PM,47,,LimeSurvey 78,
2026-01-21,McMinnville,7:30 AM - Noon,57,,LimeSurvey 78,
2026-01-21,McMinnville,Noon - 4:30 PM,36,,LimeSurvey 78,
2026-01-22,McMinnville,7:30 AM - Noon,36,,LimeSurvey 78,
2026-01-22,McMinnville,Noon - 4:30 PM,9,,LimeSurvey 78,
2026-01-23,McMinnville,7:30 AM - Noon,19,,LimeSurvey 78,
2026-01-23,McMinnville,Noon - 4:30 PM,4,,LimeSurvey 78,
2026-02-02,McMinnville,7:30 AM - Noon,60,,LimeSurvey 110,
2026-02-02,McMinnville,Noon - 4:30 PM,20,,LimeSurvey 110,
2026-02-03,McMinnville,7:30 AM - Noon,50,,LimeSurvey 110,
2026-02-03,McMinnville,Noon - 4:30 PM,28,,LimeSurvey 110,
2026-02-04,McMinnville,7:30 AM - Noon,49,,LimeSurvey 110,
2026-02-04,McMinnville,Noon - 4:30 PM,32,,LimeSurvey 110,
2026-02-05,McMinnville,7:30 AM - Noon,14,,LimeSurvey 110,
2026-02-05,McMinnville,Noon - 4:30 PM,24,,LimeSurvey 110,
2026-02-06,McMinnville,7:30 AM - Noon,17,,LimeSurvey 110,
2026-02-06,McMinnville,Noon - 4:30 PM,1,,LimeSurvey 110,
2026-02-09,McMinnville,7:30 AM - Noon,46,,LimeSurvey 113,
2026-02-09,McMinnville,Noon - 4:30 PM,40,,LimeSurvey 113,
2026-02-10,McMinnville,7:30 AM - Noon,37,,LimeSurvey 113,
2026-02-10,McMinnville,Noon - 4:30 PM,36,,LimeSurvey 113,
2026-02-11,McMinnville,7:30 AM - Noon,34,,LimeSurvey 113,
2026-02-11,McMinnville,Noon - 4:30 PM,49,,LimeSurvey 113,
2026-02-12,McMinnville,7:30 AM - Noon,42,,LimeSurvey 113,
2026-02-12,McMinnville,Noon - 4:30 PM,21,,LimeSurvey 113,
2026-02-13,McMinnville,7:30 AM - Noon,4,,LimeSurvey 113,
2026-02-13,McMinnville,Noon - 4:30 PM,9,,LimeSurvey 113,
2026-02-16,McMinnville,7:30 AM - Noon,57,,LimeSurvey 126,
2026-02-16,McMinnville,Noon - 4:30 PM,36,,LimeSurvey 126,
2026-02-17,McMinnville,7:30 AM - Noon,36,,LimeSurvey 126,
2026-02-17,McMinnville,Noon - 4:30 PM,24,,LimeSurvey 126,
2026-02-18,McMinnville,7:30 AM - Noon,50,,LimeSurvey 126,
2026-02-18,McMinnville,Noon - 4:30 PM,15,,LimeSurvey 126,
2026-02-19,McMinnville,7:30 AM - Noon,45,,LimeSurvey 126,
2026-02-19,McMinnville,Noon - 4:30 PM,12,,LimeSurvey 126,
2026-02-20,McMinnville,7:30 AM - Noon,20,,LimeSurvey 126,
2026-02-20,McMinnville,Noon - 4:30 PM,7,,LimeSurvey 126,
2026-02-23,McMinnville,7:30 AM - Noon,73,,LimeSurvey 123,
2026-02-23,McMinnville,Noon - 4:30 PM,28,,LimeSurvey 123,
2026-02-24,McMinnville,7:30 AM - Noon,58,,LimeSurvey 123,
2026-02-24,McMinnville,Noon - 4:30 PM,20,,LimeSurvey 123,
2026-02-25,McMinnville,7:30 AM - Noon,60,,LimeSurvey 123,
2026-02-25,McMinnville,Noon - 4:30 PM,33,,LimeSurvey 123,
2026-02-26,McMinnville,7:30 AM - Noon,40,,LimeSurvey 123,
2026-02-26,McMinnville,Noon - 4:30 PM,15,,LimeSurvey 123,
2026-02-27,McMinnville,7:30 AM - Noon,23,,LimeSurvey 123,
2026-03-02,McMinnville,7:30 AM - Noon,76,,LimeSurvey 141,
2026-03-02,McMinnville,Noon - 4:30 PM,31,,LimeSurvey 141,
2026-03-03,McMinnville,7:30 AM - Noon,40,,LimeSurvey 141,
2026-03-03,McMinnville,Noon - 4:30 PM,55,,LimeSurvey 141,
2026-03-04,McMinnville,7:30 AM - Noon,60,,LimeSurvey 141,
2026-03-04,McMinnville,Noon - 4:30 PM,33,,LimeSurvey 141,
2026-03-05,McMinnville,7:30 AM - Noon,41,,LimeSurvey 141,
2026-03-05,McMinnville,Noon - 4:30 PM,26,,LimeSurvey 141,
2026-03-06,McMinnville,7:30 AM - Noon,18,,LimeSurvey 141,
2026-03-06,McMinnville,Noon - 4:30 PM,2,,LimeSurvey 141,
2026-03-09,McMinnville,7:30 AM - Noon,9,,LimeSurvey 140,
2026-03-09,McMinnville,Noon - 4:30 PM,2,,LimeSurvey 140,
2026-03-10,McMinnville,7:30 AM - Noon,10,,LimeSurvey 140,
2026-03-10,McMinnville,Noon - 4:30 PM,5,,LimeSurvey 140,
2026-03-11,McMinnville,7:30 AM - Noon,20,,LimeSurvey 140,
2026-03-11,McMinnville,Noon - 4:30 PM,6,,LimeSurvey 140,
2026-03-12,McMinnville,7:30 AM - Noon,6,,LimeSurvey 140,
2026-03-12,McMinnville,Noon - 4:30 PM,0,,LimeSurvey 140,
2026-03-13,McMinnville,7:30 AM - Noon,15,,LimeSurvey 140,
2026-03-13,McMinnville,Noon - 4:30 PM,2,,LimeSurvey 140,
2026-03-16,McMinnville,7:30 AM - Noon,46,,LimeSurvey 139,
2026-03-16,McMinnville,Noon - 4:30 PM,14,,LimeSurvey 139,
2026-03-17,McMinnville,7:30 AM - Noon,25,,LimeSurvey 139,
2026-03-17,McMinnville,Noon - 4:30 PM,33,,LimeSurvey 139,
2026-03-18,McMinnville,7:30 AM - Noon,35,,LimeSurvey 139,
2026-03-18,McMinnville,Noon - 4:30 PM,37,,LimeSurvey 139,
2026-03-19,McMinnville,7:30 AM - Noon,20,,LimeSurvey 139,
2026-03-19,McMinnville,Noon - 4:30 PM,42,,LimeSurvey 139,
2026-03-20,McMinnville,7:30 AM - Noon,15,,LimeSurvey 139,
2026-03-20,McMinnville,Noon - 4:30 PM,29,,LimeSurvey 139,
2026-03-23,McMinnville,7:30 AM - Noon,59,,LimeSurvey 138,
2026-03-23,McMinnville,Noon - 4:30 PM,26,,LimeSurvey 138,
2026-03-24,McMinnville,7:30 AM - Noon,27,,LimeSurvey 138,
2026-03-24,McMinnville,Noon - 4:30 PM,14,,LimeSurvey 138,
2026-03-25,McMinnville,7:30 AM - Noon,53,,LimeSurvey 138,
2026-03-25,McMinnville,Noon - 4:30 PM,26,,LimeSurvey 138,
2026-03-26,McMinnville,7:30 AM - Noon,30,,LimeSurvey 138,
2026-03-26,McMinnville,Noon - 4:30 PM,15,,LimeSurvey 138,
2026-03-27,McMinnville,7:30 AM - Noon,7,,LimeSurvey 138,
2026-03-27,McMinnville,Noon - 4:30 PM,5,,LimeSurvey 138,
2026-03-30,McMinnville,7:30 AM - Noon,57,,LimeSurvey 167,
2026-03-30,McMinnville,Noon - 4:30 PM,34,,LimeSurvey 167,
2026-03-31,McMinnville,7:30 AM - Noon,40,,LimeSurvey 167,
2026-03-31,McMinnville,Noon - 4:30 PM,41,,LimeSurvey 167,
2026-04-01,McMinnville,7:30 AM - Noon,67,,LimeSurvey 167,
2026-04-01,McMinnville,Noon - 4:30 PM,30,,LimeSurvey 167,
2026-04-02,McMinnville,7:30 AM - Noon,33,,LimeSurvey 167,
2026-04-02,McMinnville,Noon - 4:30 PM,21,,LimeSurvey 167,
2026-04-03,McMinnville,7:30 AM - Noon,12,,LimeSurvey 167,
2026-04-03,McMinnville,Noon - 4:30 PM,8,,LimeSurvey 167,
2026-04-06,McMinnville,7:30 AM - Noon,57,,LimeSurvey 166,
2026-04-06,McMinnville,Noon - 4:30 PM,15,,LimeSurvey 166,
2026-04-07,McMinnville,7:30 AM - Noon,30,,LimeSurvey 166,
2026-04-07,McMinnville,Noon - 4:30 PM,19,,LimeSurvey 166,
2026-04-08,McMinnville,7:30 AM - Noon,23,,LimeSurvey 166,
2026-04-08,McMinnville,Noon - 4:30 PM,18,,LimeSurvey 166,
2026-04-09,McMinnville,7:30 AM - Noon,35,,LimeSurvey 166,
2026-04-09,McMinnville,Noon - 4:30 PM,14,,LimeSurvey 166,
2026-04-10,McMinnville,7:30 AM - Noon,11,,LimeSurvey 166,
2026-04-10,McMinnville,Noon - 4:30 PM,8,,LimeSurvey 166,
2026-04-13,McMinnville,7:30 AM - Noon,36,,LimeSurvey 165,
2026-04-13,McMinnville,Noon - 4:30 PM,39,,LimeSurvey 165,
2026-04-14,McMinnville,7:30 AM - Noon,49,,LimeSurvey 165,
2026-04-14,McMinnville,Noon - 4:30 PM,27,,LimeSurvey 165,
2026-04-15,McMinnville,7:30 AM - Noon,36,,LimeSurvey 165,
2026-04-15,McMinnville,Noon - 4:30 PM,25,,LimeSurvey 165,
2026-04-16,McMinnville,7:30 AM - Noon,40,,LimeSurvey 165,
2026-04-16,McMinnville,Noon - 4:30 PM,15,,LimeSurvey 165,
2026-04-17,McMinnville,7:30 AM - Noon,10,,LimeSurvey 165,
2026-04-17,McMinnville,Noon - 4:30 PM,7,,LimeSurvey 165,
2026-04-20,McMinnville,7:30 AM - Noon,62,,LimeSurvey 164,
2026-04-20,McMinnville,Noon - 4:30 PM,26,,LimeSurvey 164,
2026-04-21,McMinnville,7:30 AM - Noon,33,,LimeSurvey 164,
2026-04-21,McMinnville,Noon - 4:30 PM,25,,LimeSurvey 164,
2026-04-22,McMinnville,7:30 AM - Noon,51,,LimeSurvey 164,
2026-04-22,McMinnville,Noon - 4:30 PM,26,,LimeSurvey 164,
2026-04-23,McMinnville,7:30 AM - Noon,21,,LimeSurvey 164,
2026-04-23,McMinnville,Noon - 4:30 PM,39,,LimeSurvey 164,
2026-04-24,McMinnville,7:30 AM - Noon,20,,LimeSurvey 164,
2026-04-24,McMinnville,Noon - 4:30 PM,5,,LimeSurvey 164,
2026-04-27,McMinnville,7:30 AM - Noon,71,,LimeSurvey 163,
2026-04-27,McMinnville,Noon - 4:30 PM,32,,LimeSurvey 163,
2026-04-28,McMinnville,7:30 AM - Noon,71,,LimeSurvey 163,
2026-04-28,McMinnville,Noon - 4:30 PM,20,,LimeSurvey 163,
2026-04-29,McMinnville,7:30 AM - Noon,34,,LimeSurvey 163,
2026-04-29,McMinnville,Noon - 4:30 PM,27,,LimeSurvey 163,
2026-04-30,McMinnville,7:30 AM - Noon,30,,LimeSurvey 163,
2026-04-30,McMinnville,Noon - 4:30 PM,38,,LimeSurvey 163,
2026-05-01,McMinnville,7:30 AM - Noon,10,,LimeSurvey 163,
2026-05-01,McMinnville,Noon - 4:30 PM,5,,LimeSurvey 163,
2026-05-04,McMinnville,7:30 AM - Noon,60,,LimeSurvey 162,
2026-05-04,McMinnville,Noon - 4:30 PM,26,,LimeSurvey 162,
2026-05-05,McMinnville,7:30 AM - Noon,44,,LimeSurvey 162,
2026-05-05,McMinnville,Noon - 4:30 PM,23,,LimeSurvey 162,
2026-05-06,McMinnville,7:30 AM - Noon,20,,LimeSurvey 162,
2026-05-06,McMinnville,Noon - 4:30 PM,38,,LimeSurvey 162,
2026-05-07,McMinnville,7:30 AM - Noon,23,,LimeSurvey 162,
2026-05-07,McMinnville,Noon - 4:30 PM,20,,LimeSurvey 162,
2026-08-10,McMinnville,7:30 AM - Noon,34,,LimeSurvey 206,
2026-08-10,McMinnville,Noon - 4:30 PM,12,,LimeSurvey 206,
2026-08-11,McMinnville,7:30 AM - Noon,39,,LimeSurvey 206,
2026-08-11,McMinnville,Noon - 4:30 PM,35,,LimeSurvey 206,
2026-08-12,McMinnville,7:30 AM - Noon,31,,LimeSurvey 206,
2026-08-12,McMinnville,Noon - 4:30 PM,15,,LimeSurvey 206,
2026-08-13,McMinnville,7:30 AM - Noon,75,,LimeSurvey 206,
2026-08-13,McMinnville,Noon - 4:30 PM,10,,LimeSurvey 206,
2026-08-14,McMinnville,Noon - 4:30 PM,76,,LimeSurvey 206,
2026-08-24,McMinnville,7:30 AM - Noon,109,,LimeSurvey 211,
2026-08-24,McMinnville,Noon - 4:30 PM,41,,LimeSurvey 211,
2026-08-25,McMinnville,7:30 AM - Noon,66,,LimeSurvey 211,
2026-08-25,McMinnville,Noon - 4:30 PM,29,,LimeSurvey 211,
2026-08-26,McMinnville,7:30 AM - Noon,66,,LimeSurvey 211,
2026-08-26,McMinnville,Noon - 4:30 PM,32,,LimeSurvey 211,
2026-08-27,McMinnville,7:30 AM - Noon,34,,LimeSurvey 211,
2026-08-27,McMinnville,Noon - 4:30 PM,12,,LimeSurvey 211,
2026-08-28,McMinnville,7:30 AM - Noon,6,,LimeSurvey 211,
2026-08-28,McMinnville,Noon - 4:30 PM,2,,LimeSurvey 211,
2025-09-21,Moore County,4:30 PM - Close,6,,LimeSurvey 84,
2025-09-22,Moore County,4:30 PM - Close,7,,LimeSurvey 84,
2025-09-22,Moore County,7:30 AM - Noon,207,,LimeSurvey 84,
2025-09-22,Moore County,Noon - 4:30 PM,95,,LimeSurvey 84,
2025-09-23,Moore County,4:30 PM - Close,16,,LimeSurvey 84,
2025-09-23,Moore County,7:30 AM - Noon,204,,LimeSurvey 84,
2025-09-23,Moore County,Noon - 4:30 PM,44,,LimeSurvey 84,
2025-09-24,Moore County,4:30 PM - Close,13,,LimeSurvey 84,
2025-09-24,Moore County,7:30 AM - Noon,274,,LimeSurvey 84,
2025-09-24,Moore County,Noon - 4:30 PM,182,,LimeSurvey 84,
2025-09-25,Moore County,4:30 PM - Close,17,,LimeSurvey 84,
2025-09-25,Moore County,7:30 AM - Noon,208,,LimeSurvey 84,
2025-09-25,Moore County,Noon - 4:30 PM,73,,LimeSurvey 84,
2025-09-26,Moore County,7:30 AM - Noon,91,,LimeSurvey 84,
2025-09-26,Moore County,Noon - 4:30 PM,31,,LimeSurvey 84,
2025-09-29,Moore County,4:30 PM - Close,11,,LimeSurvey 74,
2025-09-29,Moore County,7:30 AM - Noon,232,,LimeSurvey 74,
2025-09-29,Moore County,Noon - 4:30 PM,116,,LimeSurvey 74,
2025-09-30,Moore County,4:30 PM - Close,3,,LimeSurvey 74,
2025-09-30,Moore County,7:30 AM - Noon,188,,LimeSurvey 74,
2025-09-30,Moore County,Noon - 4:30 PM,108,,LimeSurvey 74,
2025-10-01,Moore County,4:30 PM - Close,10,,LimeSurvey 74,
2025-10-01,Moore County,7:30 AM - Noon,178,,LimeSurvey 74,
2025-10-01,Moore County,Noon - 4:30 PM,158,,LimeSurvey 74,
